stop_id;stop_number;stop_name_short;stop_name;ch_x;ch_y
2570;1358;KANO;Zürich, Kanonengasse;682428.8185;248082.5571
2571;1359;KANT;Zürich, Kantonsschule;683970.3068;247456.5906
2572;2447;SPOH;Zürich, Hardturm;680447.3226;249811.5454
2573;1611;MAIE;Zürich, Maienweg;682107.283;251324.055
2575;2449;SPOW;Zürich, Sportweg;680573.8241;249524.0418
2576;1614;MANS;Zürich, Manesseplatz;681804.8446;246632.0555
2577;1189;HIST;Küsnacht ZH, Himmelistrasse;687222.8426;240979.127
2578;1615;MARB;Zürich, Marbachweg;681386.4002;242721.0624
2579;1441;PKAE;Zürich, Pflegezentr. Käferberg;681473.803;250438.0517
2580;2707;TUEF;Zürich, Tüffenwies;679721.8327;250229.0358
2581;1445;KNOR;Zürich, Krematorium Nordheim;682252.7884;251039.0728
2582;1446;KSIH;Zürich, Krematorium Sihlfeld;680725.3499;247983.0524
2583;610;BUEH;Küsnacht ZH, Bühlstrasse;686235.3309;242976.1075
2584;3450;CHAL;Zürich, Chaletweg;682454.2716;251970.0628
2585;2363;SEES;Zollikon, Seestrasse;685290.3241;244120.5901
2586;3451;MOTT;Zürich, Mötteliweg;682097.2774;252029.5618
2587;2364;SEGA;Zürich, Segantinistrasse;679339.3271;251277.5231
2588;1277;HSTR;Zollikon, Höhestrasse;686352.3199;243857.617
2589;3453;TECH;Zürich, Technopark;681292.818;249252.0576
2590;615;BURK;Zürich, Bürkliplatz;683270.3314;246794.5704
2591;2366;SEID;Zürich, Seidelhof;678901.8459;249536.5374
2592;443;BELV;Rüschlikon, Belvoir;683939.9;240171.097
2593;3457;LERA;Zürich, Lerchenrain;680812.7876;252052.5478
2594;1532;LEIM;Zürich, Leimgrübelstrasse;683354.2311;253679.073
2595;3458;PSCH;Zürich, Schauenberg;680619.7886;252255.0519
2598;2450;SPRE;Zürich, Sprecherstrasse;684115.3111;246907.0869
2599;3714;BINC;Zürich, Binz Center;681013.367;246223.562
2600;2451;SPYR;Zürich, Spyriplatz;684080.786;248537.0826
2601;3715;BOST;Zürich, Bocklerstrasse;685200.252;250809.5852
2603;1539;LERC;Zürich, Lerchenhalde;680831.7959;251767.0448
2604;3717;CHIN;Zürich, Chinagarten;684190.8315;245440.5922
2605;530;BRAN;Zürich, Brandschenkestrasse;682642.3273;247066.0694
2606;1194;HINT;Zürich, Hinterbergstrasse;684268.2856;248295.5709
2607;1626;MEIE;Zürich, Meierhofplatz;680123.8181;250689.5484
2608;2289;SWEG;Zürich, Schumacherweg;681215.7904;251823.0449
2609;3804;NBRU;Zürich, Neunbrunnen;682980.2535;252330.5771
2610;1280;HOEB;Zürich, Hönggerberg;680484.304;251011.5473
2612;1456;KRES;Zürich, Kreuzstrasse;683933.3195;246398.0864
2613;6648;WURZ;Zürich, Würzgraben;679740.3355;249567.5368
2614;2800;WAIF;Zürich, Waidfussweg;681567.3053;249953.056
2615;1286;HOES;Zürich, Höschgasse;684307.3266;245831.5831
2617;2801;WAIH;Zürich, Waidhof;681817.2707;253114.5635
2618;1288;HUEG;Zürich, Hügelstrasse;682185.7238;245870.7065
2619;2803;WAIS;Zürich, Waidspital;681731.8015;250394.0574
2620;3466;FRST;Zürich, Freiestrasse;684919.3054;246388.0915
2621;3469;HOFS;Zürich, Hofstrasse;684852.2959;247522.0994
2622;1547;LETT;Zürich, Lettenstrasse;682602.8079;249439.554
2624;711;DREW;Zürich, Dreiwiesen;685863.771;248173.6111
2625;2461;STAD;Zürich, Stadtgrenze;683351.8672;243272.0963
2626;1549;LPAW;Zürich, Letzipark West;679868.8346;248929.5408
2627;2638;TALW;Zürich, Talwiesenstrasse;680885.3428;247101.0596
2628;715;DUFP;Zollikon, Dufourplatz;685694.3366;243886.6065
2629;1379;KEMP;Zürich, Kempfhofsteig;680866.3156;250179.5551
2630;718;TONA;Zürich, Toni-Areal;680940.324;249368.0582
2631;544;FBRU;Fällanden, Bruggacher;690167.2287;247814.1454
2632;546;BRUM;Zürich, Brunau/Mutschellenstr.;682189.8519;245430.0745
2633;2722;UETL;Zürich, Uetlihof;681241.8662;245655.5531
2634;2298;SHOL;Zürich, Schwandenholz;681643.771;253120.5532
2635;800;EGUT;Zürich, Eschergutweg;681105.3085;250060.5431
2636;1292;HUER;Zürich, Hürstholz;681821.778;252349.5517
2637;3470;HSTG;Zürich, Hölderlinsteig;685071.7999;246833.0882
2638;3645;BOGA;Zürich, Botanischer Garten;684538.8183;246003.5826
2639;3648;KLOB;Zürich, Klosbach;684990.7926;247176.592
2640;2385;SIEM;Zürich, Siemens;679712.8591;248055.0499
2641;1724;NEUM;Zürich, Neumarkt;683738.8061;247477.0796
2642;462;BEST;Küsnacht ZH, Bergstrasse;687021.8519;241038.6112
2643;3477;SRUC;Zürich, Schweizer Rück;682857.3352;246018.5711
2645;467;BERO;Zürich, Bernoulli-Häuser;680781.3218;249774.0403
2646;468;BERT;Zürich, Bertastrasse;681177.8402;247558.5532
2647;1641;MICH;Zürich, Michelstrasse;679770.3104;251163.5511
2648;3566;SHOE;Zürich, Schützenhaus Höngg;679857.3025;251500.5414
2649;1818;OBWA;Küsnacht ZH, Oberwacht;686629.3506;241580.6209
2650;1644;MILA;Zürich, Militär-/Langstrasse;682241.3209;248218.0594
2651;2907;WILD;Zürich, Wildbachstrasse;684631.8245;245313.5982
2654;1478;KAMM;Dübendorf, Kämmaten;687430.7467;249376.1172
2655;470;BESE;Zürich, Besenrainstrasse;682305.3596;244440.5613
2656;471;BETH;Zürich, Bethanien;684381.2842;248383.5705
2657;2396;SIHS;Zürich, Sihlstrasse;682793.3273;247400.5807
2658;2398;SIHW;Zürich, Sihlweidstrasse;681327.4034;242294.0694
2659;476;BEUG;Zollikon, Beugi;685902.3324;243463.6207
2660;902;FRIB;Zürich, Friesenberg;680782.3628;246510.5556
2662;904;FRIE;Zürich, Friesenbergstrasse;680558.8637;246259.5556
2663;3744;ZENK;Küsnacht ZH, Zentrum;686438.8808;241456.9051
2665;2659;THUJ;Zürich, Thujastrasse;682292.857;244944.0687
2666;735;ETHH;Zürich, ETH Hönggerberg;680695.2974;251426.5497
2667;1483;KAES;Zürich, Käshaldenstrasse;683162.7361;253825.5641
2669;824;FBST;Zollikon, Felbenstrasse;685463.3372;244208.5921
2670;1488;BKUE;Küsnacht ZH, Bahnhof;686307.3402;241544.6061
2671;2831;WART;Zürich, Wartau;679506.8298;250742.0309
2672;1744;NORH;Zürich, Nordheimstrasse;682416.7793;250875.5675
2673;1745;NORS;Zürich, Nordstrasse;682866.3042;249186.5714
2674;2834;SEER;Zürich, Seerose;683090.3677;243707.5835
2675;6009;RREB;Rüschlikon, Rebsteig;684091.3783;240746.5997
2676;2838;DWAS;Dübendorf, Wasserfurren;688523.2237;249903.6268
2677;489;GRUB;Zürich, Grubenstrasse;681058.3591;246329.5621
2678;916;FRYM;Zürich, Frymannstrasse;681655.3928;243269.0703
2680;917;FROE;Zürich, Fröhlichstrasse;684485.8289;245531.5824
2681;6599;ZOLL;Aesch bei Maur, Zollingerheim;692056.78;242473.1702
2682;573;BUHN;Zürich, Buhnstrasse;683033.7486;252968.056
2683;3587;BERU;Zürich, Berufswahlschule;682625.284;250962.5793
2684;3588;VULK;Zürich, Vulkanstrasse;678929.8437;249816.0332
2687;2754;UNTM;Zürich, Untermoosstrasse;678893.3647;248175.0367
2689;832;FELD;Zürich, Feldeggstrasse;684121.824;246098.0854
2693;1753;NUER;Zürich, Nürenbergstrasse;682621.2896;249638.5537
2694;3001;ORIO;Zürich, Orionstrasse;685109.2252;252387.0784
2695;6015;WINS;Zürich, Winzerstrasse Süd;679087.3325;250781.5378
2696;3003;BZOL;Zollikon, Bahnhof;685495.3281;243586.6106
2698;2671;TOBE;Zürich, Tobelhof;686725.2625;248706.6108
2699;3005;ZOO;Zürich, Zoo;685553.2686;248492.582
2700;6019;WAFB;Zürich, Waffenplatz-/Bederstr.;682179.352;246213.5824
2701;2673;TOBL;Zürich, Toblerplatz;684643.2852;248209.0871
2702;498;BIRD;Zürich, Birchdörfli;682419.772;251321.0619
2705;927;FOER;Zürich, Förrlibuckstrasse;681441.3107;249603.0417
2707;3768;STBU;Zürich, Staudenbühl;682755.7505;252714.5736
2709;3594;EPIK;Zürich, EPI-Klinik;685542.8281;244826.0981
2710;2934;WINH;Zürich, Winzerhalde;679715.3215;250452.5374
2711;2935;WINZ;Zürich, Winzerstrasse;679096.3265;250846.0415
2712;2937;WIPK;Zürich, Wipkingerplatz;681908.8052;249648.5618
2713;840;FELL;Zürich, Fellenbergstrasse;679258.3642;247732.0309
2714;2596;STRV;Zürich, Strassenverkehrsamt;681047.3678;245249.5603
2715;1006;GDOR;Gockhausen, Dorf;687545.2536;248556.6106
2716;6020;GLAS;Zürich, Glaubtenstrasse Süd;681493.2816;251980.5523
2718;1007;GOLD;Zürich, Goldackerweg;679218.8643;247335.0368
2720;2852;WEID;Rüschlikon, Weidstrasse;684264.3878;240033.5908
2721;3011;ZWEI;Zürich, Zweiackerstrasse;687591.7797;245777.617
2722;1272;HOEF;Zürich, Höfliweg;680997.3488;246864.053
2723;1273;DHOG;Dübendorf, Högler;688787.2195;249657.6235
2729;1590;LUEG;Zürich, Luegisland;686244.7262;251203.5981
2730;1592;LUGG;Zürich, Luggwegstrasse;679647.3437;249273.0478
2731;3015;ZWIE;Zürich, Zwielplatz;679853.3252;250687.0365
2732;1769;OBHE;Küsnacht ZH, Obere Heslibachst;686714.3491;241295.6225
2733;933;GART;Küsnacht ZH, Gartenstrasse;686868.3636;240702.6167
2734;2858;WEIH;Zürich, Weihersteig;682295.2904;250251.0111
2735;4;ZOOF;Zürich, Zoo/Forrenweid;686046.2785;248364.6089
2737;2859;WEIK;Kilchberg ZH, Weinbergstrasse;683487.8642;242939.5874
2738;3018;ZWIN;Zürich, Zwinglihaus;681398.8364;247318.0604
2740;7;AARG;Zürich, Aargauerstrasse;680315.8253;249583.0361
2741;9;RALS;Rüschlikon, Alsenstrasse;684589.3812;239593.5944
2742;769;ELWA;Zürich, Elektrowatt;683987.3208;245762.601
2743;6117;SRIE;Zürich, Stierenried;682768.7651;252334.0712
2744;594;BAER;Zürich, Bärenbohlstrasse;680793.2699;253295.547
2745;2776;VERE;Zürich, Verenastrasse;682116.3726;243909.566
2746;1011;GOBA;Küsnacht ZH, Goldbacherstrasse;686302.8389;242677.6135
2747;1013;GOHA;Zollikon, Goldhaldenplatz;686091.3288;243289.6139
2748;2779;VOGE;Zürich, Vogelsangstrasse;683862.2992;248668.0803
2749;2104;ROSE;Zürich, Rosengartenstrasse;682054.3046;249840.567
2750;857;FWEG;Zürich, Fischerweg;681061.3126;249753.0491
2752;2108;ROTB;Zürich, Rotbuchstrasse;682848.2978;249504.0753
2754;1779;OBFE;Küsnacht ZH, Oberfeld;686951.341;240911.6062
2755;2695;TAEG;Itschnach, Tägermoos;687332.8309;242307.1239
2756;3029;HSBB;Zürich, Bahnhof Hardbrücke;681460.3202;248883.5637
2757;1106;HABA;Küsnacht ZH, Hallenbad;686682.3536;240929.6285
2758;3786;OKEN;Zürich, Okenstrasse;682713.2927;249174.5578
2760;1863;PAKI;Kilchberg ZH, Paradiessteig;683489.3742;242672.0861
2761;3788;MAIL;Zürich, Maillartstrasse;682506.2685;252283.5503
2762;1864;PARU;Kilchberg ZH, Paradiesstrasse;683794.866;242578.5945
2763;3789;BOLL;Zürich, Bollingerweg;682964.268;252069.5726
2764;1865;HURL;Zürich, Hürlimannplatz;682173.3354;246614.0673
2765;2956;WONE;Zürich, Wonnebergstrasse;685214.8156;245167.5969
2766;2788;VOLT;Zürich, Voltastrasse;684235.2937;247947.5931
2767;6214;URSP;Gockhausen, Ursprungstrasse;687696.2446;248869.1219
2768;2113;RBRU;Zürich, Rudolf-Brun-Brücke;683400.8096;247597.5892
2769;867;FLUR;Zürich, Flurstrasse;679542.353;248390.5333
2770;1026;GRIM;Zürich, Grimselstrasse;679385.3506;248991.534
2771;868;FLUE;Zürich, Flühgasse;685434.8254;245027.1106
2772;2872;WERD;Zürich, Werdhölzli;678766.8405;250193.5329
2773;6304;KOES;Zürich, Köschenrüti;682875.7423;253714.5748
2774;2030;RATH;Zürich, Rathaus;683394.3142;247386.0777
2775;3797;ARAN;Zürich, Albisrank;679747.3527;248195.0444
2777;3123;IMGU;Zürich, Im Gut;680402.3431;247532.5485
2778;2035;REBE;Zürich, Rebbergsteig;681236.8118;250135.0536
2779;788;ENGV;Zürich, Englischviertelstrasse;684517.3088;246783.0837
2780;2038;REBW;Itschnach, Rebweg;687645.326;242385.6163
2781;2795;WAFF;Zürich, Waffenplatzstrasse;682136.3545;246215.5739
2782;118;AUFB;Kilchberg ZH, Auf Brunnen;683693.8863;241463.0821
2783;2120;RAEF;Zürich, Räffelstrasse;681307.3589;246341.5606
2784;2799;WAIB;Zürich, Waidbadstrasse;681141.8037;250349.5573
2785;2122;RAEN;Küsnacht ZH, Ränkestrasse;687461.3417;241043.6408
2787;2127;ROEN;Zürich, Röntgenstrasse;682366.8139;248493.5697
2788;3041;BTIE;Zürich, Bahnhof Tiefenbrunnen;684804.3295;244967.0878
2789;3043;BWIP;Zürich, Bahnhof Wipkingen;682292.0149;249785.7465
2790;961;GDEH;Zollikon, Gemeindehaus;685949.3327;243943.6165
2791;3045;ZUER;Zürich, Zürichbergstrasse;684999.2885;248157.0954
2792;1120;HARH;Zürich, Hardhof;679938.3258;250041.0437
2795;2040;RWIE;Zollikon, Rebwiesstrasse;686918.3065;244514.6203
2796;2043;RKIK;Küsnacht ZH, Reform. Kirche;686590.3567;241268.6227
2797;3133;FJUG;Fällanden, Jugendherberge;691790.2373;246127.1571
2798;3134;MASC;Maur, Aschbach;692342.2408;245274.1642
2799;1889;PLAT;Zürich, Platte;684128.8058;247730.5975
2800;3138;KABU;Zürich, Kappenbühlweg;679984.3169;250778.5309
2801;3139;BRUP;Zürich, Brunaupark;681572.3527;245839.5595
2802;2302;SHOF;Zürich, Schweighof;680380.859;246519.5495
2803;884;FLAG;Zürich, Freilagerstrasse;679476.3533;248140.5316
2804;2306;SCHT;Zürich, Schwert;680483.8139;250426.5496
2807;1307;IHAG;Zürich, Im Hagacker;680740.3682;245962.5665
2808;2899;WIES;Zürich, Wieslergasse;679807.8242;250903.0443
2809;46;ALBG;Zürich, Albisgütli;680751.377;245111.5638
2810;47;ALBR;Zürich, Albisrieden;679010.3693;247602.0382
2811;979;GIBL;Zürich, Giblenstrasse;679055.3182;251608.5211
2812;1139;HEER;Zürich, Heerenwiesen;685875.7397;251069.6092
2813;3141;LAND;Zürich, Landiwiese;682783.8508;244982.5814
2814;2055;RENT;Zürich, Rentenanstalt;682815.8349;246399.0776
2815;1220;HIRZ;Zürich, Hirzenbach;686858.222;250899.1146
2816;134;AUZO;Zürich, Auzelg Ost;685529.234;252015.5969
2817;3148;LETP;Zürich, Letzipark;680123.339;249075.0448
2818;137;BACH;Zürich, Bachmattstrasse;678837.3508;249219.0288
2821;2140;RUET;Zürich, Rütihof;678389.3162;251950.5226
2822;2141;RUST;Schlieren, Rütistrasse;676617.8691;250490.5128
2823;895;FHOE;Zürich, Friedhof Hönggerberg;679679.3118;251394.5329
2824;2142;SBBW;Zürich, SBB-Werkstätte;680319.3382;248991.5415
2825;896;FSWA;Zürich, Friedhof Schwandenholz;682929.2586;252861.5699
2826;897;FSIH;Zürich, Friedhof Sihlfeld;680982.84;247784.059
2828;1310;IHUS;Zürich, Im Hüsli;681191.8895;242488.0613
2829;2147;SACK;Zürich, Sackzelg;679802.8517;247588.5551
2831;2402;SING;Zürich, Singlistrasse;679557.8188;251052.526
2832;1315;IWAL;Zürich, Im Walder;685809.3138;244751.5912
2833;53;ZALL;Zollikon, Allmend;686484.3231;244198.1064
2834;1316;IWIN;Zürich, Im Wingert;680790.3189;250604.0458
2835;54;KALL;Küsnacht ZH, Allmend;687594.3466;241198.6161
2836;1143;HEGA;Zürich, Hegianwandweg;680939.8734;245642.0617
2837;3150;AMBO;Zürich, Am Börtli;680667.3143;250412.5379
2838;3151;APPE;Zürich, Appenzellerstrasse;680840.3085;250334.0513
2839;3153;JUCH;Zürich, Juchhof;678209.345;250269.0316
2840;3155;ALTW;Zürich, Schulhaus Altweg;679722.8673;247408.0498
2841;1231;HOHE;Zürich, Hohenklingensteig;679376.336;250594.0465
2843;2320;SCHG;Zürich, Schönauring;682834.2467;253384.0714
2845;1407;KFLU;Zürich, Kirche Fluntern;684661.7866;247928.0783
2846;2999;FZIL;Fällanden, Zil;690403.7314;247555.6399
2847;6250;HIMM;Zürich, Himmeri;683002.2552;252712.5586
2848;2327;SUEB;Küsnacht ZH, Schübel;687026.8417;241867.1233
2849;1239;HOLZ;Zürich, Holzerhurd;679830.2905;253089.5267
2850;2154;SANK;Kilchberg ZH, Sanatorium;683592.3718;242381.0899
2851;1320;IDEY;Zürich, In der Ey;679521.8691;247057.5462
2852;1327;IGAS;Schlieren, Industrie Gaswerk;677301.3607;250527.0254
2853;67;ATRO;Zürich, Alte Trotte;680696.8173;250193.5353
2854;1157;HELM;Zürich, Helmhaus;683450.3199;247132.5911
2855;6600;IMBR;Aesch bei Maur, Im Brünneli;691912.7699;242874.6755
2856;410;BSRU;Rüschlikon, Schlossstrasse;684317.3792;240915.0968
2857;1073;GUTS;Zürich, Gutstrasse;680662.8516;247313.5524
2858;1249;HORN;Kilchberg ZH, Hornhaldenstr.;683398.3724;242915.5799
2859;1075;GOES;Zumikon, Gössikon;688872.3029;243038.1429
2861;2164;SCHZ;Zürich, Scheuchzerstrasse;683484.7991;249126.0661
2862;1503;LANG;Zürich, Langgrütstrasse;680177.3542;247537.5603
2863;1505;LANH;Rüschlikon, Langhaldenstrasse;684127.3964;240066.6094
2864;2167;SIHG;Küsnacht ZH, Schiedhaldensteig;686783.3438;241821.1162
2865;2168;SIHE;Küsnacht ZH, Schiedhaldenstr.;686504.3519;241995.1157
2866;418;BUEB;Zollikon, Bahnübergang;685179.8252;244511.107
2867;70;ALTE;Zürich, Altenhofstrasse;684830.3153;245537.0911
2868;1162;HERD;Zürich, Herdernstrasse;680775.8288;248773.5491
2869;508;BLEU;Zürich, Bleulerstrasse;685609.3257;244655.6063
2870;1251;HOTT;Zürich, Hottingerplatz;684313.8095;247093.5924
2871;1252;HUBE;Zürich, Hubertus;680073.3507;247913.0499
2872;2341;SUET;Zollikon, Schützenstrasse;686715.8134;244432.6145
2891;493;BINZ;Zürich, Binz;681561.8489;246354.0618
2893;6759;SBAU;Zürich, Schiffbau;681634.3136;249134.5518
2895;3368;FWIG;Fällanden, Wigarten;690885.2288;247377.6534
2906;6825;USEN;Unterengstringen, Sennenbüel;676234.3535;251859.491
2944;9999;VBG01;D'dorf, Bhf. Nord (Wangenstr.);689571.8656;250710.5654
1687;2820;BWAL07;Wallisellen, Bahnhof;687097.9818;251946.1147
1692;3740;VHOF07;Volketswil, Hofwisen;693210.6875;248541.1715
1694;909;FROH07;Glattbrugg, Frohbühlstrasse;684443.9528;253662.2154
1706;1572;DLIN;Dübendorf, Lindenplatz;689198.0873;250418.2397
1723;2024;RAIW;Urdorf, Rainweg;674499.4138;249210.4949
1724;1868;PEST;Dietikon, Pestalozzi;672534.406;251919.9719
1729;3378;PTHA01;Thalwil, Post;685016.3857;239042.6045
1736;6485;GARG01;Garage Adliswil;682269.405;240770.5854
1741;1648;MITL;Zürich, Mittelleimbach;681310.4075;241915.5577
1748;1657;MOOS;Rüschlikon, Moosstrasse;683677.8995;239667.1004
1773;2682;TRIS;Zürich, Triemlispital;679927.3682;246706.5472
1784;6682;RHOE07;Rümlang, Hörnlistrasse;682366.2316;255563.0483
1790;1925;PGLA07;Glattbrugg, Post;684688.7214;253896.8132
1797;497;BIGL;Zürich, Birch-/Glatttalstrasse;683558.7399;253546.0684
1809;1763;ORUE07;Rümlang, Oberdorf;682323.2151;256264.5522
1816;972;GESS;Zürich, Gessnerallee;682936.3134;247924.073
1829;3034;BOER;Zürich, Bahnhof Oerlikon;683428.266;251739.5817
1843;3122;RIEH;Zürich, Riedhofstrasse;678552.3295;251529.0249
1845;2968;ZEHN;Zürich, Zehntenhausplatz;680569.2806;252582.5438
1846;114;AUBR;Zürich, Aubrücke;685560.2391;251688.0868
1850;1799;RGEM07;Rümlang, Gemeindehaus;682297.2094;256025.5537
1851;6463;SIHC;Zürich, Sihlcity;681862.3533;245806.557
1852;199;BEDE;Zürich, Bahnhof Enge/Bederstr.;682470.3436;246542.5684
1854;2550;SAAL;Zürich, Saalsporthalle;681731.3542;245784.0547
1869;1462;KROA01;Adliswil, Krone;682339.4013;240818.5811
1873;845;FELS;Zürich, Felsenrainstrasse;683536.7446;252363.0703
1874;3021;BAFF;Zürich, Bahnhof Affoltern;680666.7912;252808.0341
1879;3146;BDUN;Dübendorf, Bahnhof Nord;689378.3141;250688.9701
1884;3154;MEHA;Zürich, Messe/Hallenstadion;683986.2524;251720.0874
1885;6255;BOEN;Zürich, Bahnhof Oerlikon Nord;683302.3002;251851.8868
1890;411;NEUQ;Zürich, Neumühlequai;683413.3122;247992.5758
2498;6780;KOBE;Kilchberg ZH, Obere Hornhalde;683106.377;242884.5926
2499;6781;KEMI;Kilchberg ZH, Emilienheim;683112.3811;242622.5751
2500;6782;KBRE;Kilchberg ZH, Breitloo;683214.379;242285.5842
2505;935;GASO;Schlieren, Gasometerbrücke;677165.8705;250140.0253
2506;3774;BWOB;Zürich, Bhf Wollishofen (Bus);682792.3584;244656.0754
2508;2689;TUNN;Zürich, Tunnelstrasse;682646.326;246741.0738
2509;1856;OTTI;Zürich, Ottikerstrasse;683336.2989;248880.0757
2510;2107;ROSW;Zürich, Roswiesen;685931.7442;250858.5881
2511;2109;ROTE;Zürich, Rote Fabrik;682933.3667;244114.0897
2514;6038;GALI;Dietikon, Garage Limmatbus AG;673236.4157;251334.4686
2516;2869;WELB;Geroldswil, Welbrig;673977.3896;252388.9895
2518;1862;PAEN;Oberengstringen, Paradies;677001.8433;251570.5038
2520;1690;MULL;Schlieren, Mülligen;677679.8553;249927.0184
2524;2551;BSEL;Zürich, Bahnhof Selnau;682551.825;247237.0626
2525;1723;FNEU;Fällanden, Neuhus;691122.2245;247110.1498
2526;1122;HARP;Zürich, Hardplatz;681251.8337;248536.0567
2527;1234;BANL;Zürich, Bäckeranlage;681925.3237;248132.0635
2528;1158;HELV;Zürich, Helvetiaplatz;682098.8314;247831.5675
2529;1076;GUET;Zürich, Güterbahnhof;681650.3352;248285.0625
2530;92;AMSU;Zürich, Am Suteracher;677850.3585;249410.5176
2531;2276;BUCL;Zürich, Schulhaus Buchlern;678483.3577;248714.0262
2532;716;DUNK;Zürich, Dunkelhölzli;677892.3617;249164.0239
2533;542;BRIS;Zürich, Bristenstrasse;679155.3471;249332.0381
2534;6003;SOLP;Zürich, Solidapark;679260.3453;249059.5398
2535;1570;LIND;Zürich, Lindenplatz;679094.8538;249101.5473
2536;5001;BALN;Zürich, Bahnhof Altstetten N;679384.343;249565.0393
2537;1581;LOOG;Zürich, Loogarten;678047.8596;249251.0246
2538;592;BAEN;Zürich, Bändliweg;679049.3463;250040.0288
2539;852;FEUS;Zürich, Feusisbergli;677942.8592;249601.517
2540;3022;BALT;Zürich, Bahnhof Altstetten;679275.3405;249447.0299
2541;1698;NEES;Zürich, Neeserweg;678175.8618;249409.0146
2542;2033;RAUH;Zürich, Rautihalde;678152.8742;248934.5407
2543;2034;RAUT;Zürich, Rautistrasse;678935.8554;248588.5415
